# wavelen objCounts skyAndBiasCounts pixnum
4.436225362062269596e+03 6.205000000000000000e+02 0.000000000000000000e+00 9.900000000000000000e+01
4.436860630089009646e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+02
4.437495891366390424e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.010000000000000000e+02
4.438131145851460133e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.020000000000000000e+02
4.438766393501309722e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.030000000000000000e+02
4.439401634273000127e+03 6.185000000000000000e+02 0.000000000000000000e+00 1.040000000000000000e+02
4.440036868123589556e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.050000000000000000e+02
4.440672095010159865e+03 6.165000000000000000e+02 0.000000000000000000e+00 1.060000000000000000e+02
4.441307314889760164e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.070000000000000000e+02
4.441942527719469581e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.080000000000000000e+02
4.442577733456359965e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.090000000000000000e+02
4.443212932057500439e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.100000000000000000e+02
4.443848123479940114e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.110000000000000000e+02
4.444483307680759935e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.120000000000000000e+02
4.445118484617029935e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.130000000000000000e+02
4.445753654245820144e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.140000000000000000e+02
4.446388816524179674e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.150000000000000000e+02
4.447023971409200385e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.160000000000000000e+02
4.447659118857929570e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.170000000000000000e+02
4.448294258827439990e+03 6.200000000000000000e+02 0.000000000000000000e+00 1.180000000000000000e+02
4.448929391274809859e+03 6.215000000000000000e+02 0.000000000000000000e+00 1.190000000000000000e+02
4.449564516157100115e+03 6.210000000000000000e+02 0.000000000000000000e+00 1.200000000000000000e+02
4.450199633431369875e+03 6.205000000000000000e+02 0.000000000000000000e+00 1.210000000000000000e+02
4.450834743054700084e+03 6.200000000000000000e+02 0.000000000000000000e+00 1.220000000000000000e+02
4.451469844984159863e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.230000000000000000e+02
4.452104939176800144e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.240000000000000000e+02
4.452740025589700053e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.250000000000000000e+02
4.453375104179929622e+03 6.200000000000000000e+02 0.000000000000000000e+00 1.260000000000000000e+02
4.454010174904549785e+03 6.235000000000000000e+02 0.000000000000000000e+00 1.270000000000000000e+02
4.454645237720639670e+03 6.440000000000000000e+02 0.000000000000000000e+00 1.280000000000000000e+02
4.455280292585250209e+03 6.780000000000000000e+02 0.000000000000000000e+00 1.290000000000000000e+02
4.455915339455449612e+03 7.035000000000000000e+02 0.000000000000000000e+00 1.300000000000000000e+02
4.456550378288329739e+03 7.015000000000000000e+02 0.000000000000000000e+00 1.310000000000000000e+02
4.457185409040929699e+03 6.750000000000000000e+02 0.000000000000000000e+00 1.320000000000000000e+02
4.457820431670330436e+03 6.490000000000000000e+02 0.000000000000000000e+00 1.330000000000000000e+02
4.458455446133600162e+03 6.315000000000000000e+02 0.000000000000000000e+00 1.340000000000000000e+02
4.459090452387799814e+03 6.250000000000000000e+02 0.000000000000000000e+00 1.350000000000000000e+02
4.459725450390010337e+03 6.220000000000000000e+02 0.000000000000000000e+00 1.360000000000000000e+02
4.460360440097279934e+03 6.200000000000000000e+02 0.000000000000000000e+00 1.370000000000000000e+02
4.460995421466689550e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.380000000000000000e+02
4.461630394455310125e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.390000000000000000e+02
4.462265359020199867e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.400000000000000000e+02
4.462900315118429717e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.410000000000000000e+02
4.463535262707069705e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.420000000000000000e+02
4.464170201743189864e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.430000000000000000e+02
4.464805132183850219e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.440000000000000000e+02
4.465440053986109888e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.450000000000000000e+02
4.466074967107059820e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.460000000000000000e+02
4.466709871503750037e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.470000000000000000e+02
4.467344767133259666e+03 6.165000000000000000e+02 0.000000000000000000e+00 1.480000000000000000e+02
4.467979653952649642e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.490000000000000000e+02
4.468614531918989996e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.500000000000000000e+02
4.469249400989339847e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.510000000000000000e+02
4.469884261120780138e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.520000000000000000e+02
4.470519112270369988e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.530000000000000000e+02
4.471153954395180335e+03 6.165000000000000000e+02 0.000000000000000000e+00 1.540000000000000000e+02
4.471788787452280303e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+02
4.472423611398729918e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.560000000000000000e+02
4.473058426191610124e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.570000000000000000e+02
4.473693231787970035e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.580000000000000000e+02
4.474328028144899690e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.590000000000000000e+02
4.474962815219440017e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+02
4.475597592968690151e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.610000000000000000e+02
4.476232361349690109e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.620000000000000000e+02
4.476867120319519927e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.630000000000000000e+02
4.477501869835249636e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.640000000000000000e+02
4.478136609853940172e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+02
4.478771340332659747e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.660000000000000000e+02
4.479406061228480212e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.670000000000000000e+02
4.480040772498469778e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.680000000000000000e+02
4.480675474099690291e+03 6.185000000000000000e+02 0.000000000000000000e+00 1.690000000000000000e+02
4.481310165989219968e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+02
4.481944848124109740e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.710000000000000000e+02
4.482579520461439643e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.720000000000000000e+02
4.483214182958279707e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.730000000000000000e+02
4.483848835571679956e+03 6.195000000000000000e+02 0.000000000000000000e+00 1.740000000000000000e+02
4.484483478258730429e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.750000000000000000e+02
4.485118110976490243e+03 6.190000000000000000e+02 0.000000000000000000e+00 1.760000000000000000e+02
4.485752733682020335e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.770000000000000000e+02
4.486387346332389825e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.780000000000000000e+02
4.487021948884679659e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.790000000000000000e+02
4.487656541295939860e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+02
4.488291123523249553e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.810000000000000000e+02
4.488925695523669674e+03 6.160000000000000000e+02 0.000000000000000000e+00 1.820000000000000000e+02
4.489560257254280259e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.830000000000000000e+02
4.490194808672130421e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.840000000000000000e+02
4.490829349734300195e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+02
4.491463880397849607e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.860000000000000000e+02
4.492098400619859603e+03 6.165000000000000000e+02 0.000000000000000000e+00 1.870000000000000000e+02
4.492732910357380206e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.880000000000000000e+02
4.493367409567499635e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.890000000000000000e+02
4.494001898207259728e+03 6.165000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+02
4.494636376233749615e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.910000000000000000e+02
4.495270843604030233e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.920000000000000000e+02
4.495905300275169793e+03 6.170000000000000000e+02 0.000000000000000000e+00 1.930000000000000000e+02
4.496539746204230141e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.940000000000000000e+02
4.497174181348280399e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+02
4.497808605664399693e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.960000000000000000e+02
4.498443019109639863e+03 6.175000000000000000e+02 0.000000000000000000e+00 1.970000000000000000e+02
4.499077421641080036e+03 6.180000000000000000e+02 0.000000000000000000e+00 1.980000000000000000e+02
4.499711813215780239e+03 6.215000000000000000e+02 0.000000000000000000e+00 1.990000000000000000e+02
4.500346193790819598e+03 6.240000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+02
4.500980563323249953e+03 6.270000000000000000e+02 0.000000000000000000e+00 2.010000000000000000e+02
4.501614921770150431e+03 6.260000000000000000e+02 0.000000000000000000e+00 2.020000000000000000e+02
4.502249269088580149e+03 6.240000000000000000e+02 0.000000000000000000e+00 2.030000000000000000e+02
4.502883605235620053e+03 6.220000000000000000e+02 0.000000000000000000e+00 2.040000000000000000e+02
4.503517930168320163e+03 6.215000000000000000e+02 0.000000000000000000e+00 2.050000000000000000e+02
4.504152243843759607e+03 6.195000000000000000e+02 0.000000000000000000e+00 2.060000000000000000e+02
4.504786546219010233e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.070000000000000000e+02
4.505420837251120247e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.080000000000000000e+02
4.506055116897179687e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.090000000000000000e+02
4.506689385114250399e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.100000000000000000e+02
4.507323641859389681e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.110000000000000000e+02
4.507957887089670294e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.120000000000000000e+02
4.508592120762160448e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.130000000000000000e+02
4.509226342833930175e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.140000000000000000e+02
4.509860553262050416e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.150000000000000000e+02
4.510494752003580288e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.160000000000000000e+02
4.511128939015589822e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.170000000000000000e+02
4.511763114255149958e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.180000000000000000e+02
4.512397277679329818e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.190000000000000000e+02
4.513031429245190338e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.200000000000000000e+02
4.513665568909799731e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.210000000000000000e+02
4.514299696630229846e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.220000000000000000e+02
4.514933812363549805e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.230000000000000000e+02
4.515567916066819635e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.240000000000000000e+02
4.516202007697110275e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.250000000000000000e+02
4.516836087211499944e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.260000000000000000e+02
4.517470154567039572e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.270000000000000000e+02
4.518104209720810104e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.280000000000000000e+02
4.518738252629869748e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.290000000000000000e+02
4.519372283251290355e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.300000000000000000e+02
4.520006301542130132e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.310000000000000000e+02
4.520640307459470023e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.320000000000000000e+02
4.521274300960380060e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.330000000000000000e+02
4.521908282001920270e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.340000000000000000e+02
4.522542250541149770e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.350000000000000000e+02
4.523176206535160418e+03 6.205000000000000000e+02 0.000000000000000000e+00 2.360000000000000000e+02
4.523810149940990414e+03 6.240000000000000000e+02 0.000000000000000000e+00 2.370000000000000000e+02
4.524444080715729797e+03 6.395000000000000000e+02 0.000000000000000000e+00 2.380000000000000000e+02
4.525077998816430409e+03 6.680000000000000000e+02 0.000000000000000000e+00 2.390000000000000000e+02
4.525711904200179561e+03 6.920000000000000000e+02 0.000000000000000000e+00 2.400000000000000000e+02
4.526345796824019999e+03 6.870000000000000000e+02 0.000000000000000000e+00 2.410000000000000000e+02
4.526979676645039945e+03 6.680000000000000000e+02 0.000000000000000000e+00 2.420000000000000000e+02
4.527613543620300334e+03 6.500000000000000000e+02 0.000000000000000000e+00 2.430000000000000000e+02
4.528247397706870288e+03 6.405000000000000000e+02 0.000000000000000000e+00 2.440000000000000000e+02
4.528881238861809834e+03 6.350000000000000000e+02 0.000000000000000000e+00 2.450000000000000000e+02
4.529515067042189912e+03 6.290000000000000000e+02 0.000000000000000000e+00 2.460000000000000000e+02
4.530148882205079644e+03 6.300000000000000000e+02 0.000000000000000000e+00 2.470000000000000000e+02
4.530782684307549971e+03 6.310000000000000000e+02 0.000000000000000000e+00 2.480000000000000000e+02
4.531416473306670014e+03 6.325000000000000000e+02 0.000000000000000000e+00 2.490000000000000000e+02
4.532050249159499799e+03 6.280000000000000000e+02 0.000000000000000000e+00 2.500000000000000000e+02
4.532684011823110268e+03 6.255000000000000000e+02 0.000000000000000000e+00 2.510000000000000000e+02
4.533317761254569632e+03 6.305000000000000000e+02 0.000000000000000000e+00 2.520000000000000000e+02
4.533951497410949742e+03 6.400000000000000000e+02 0.000000000000000000e+00 2.530000000000000000e+02
4.534585220249299709e+03 6.525000000000000000e+02 0.000000000000000000e+00 2.540000000000000000e+02
4.535218929726709575e+03 6.580000000000000000e+02 0.000000000000000000e+00 2.550000000000000000e+02
4.535852625800240276e+03 6.450000000000000000e+02 0.000000000000000000e+00 2.560000000000000000e+02
4.536486308426960022e+03 6.380000000000000000e+02 0.000000000000000000e+00 2.570000000000000000e+02
4.537119977563929751e+03 6.300000000000000000e+02 0.000000000000000000e+00 2.580000000000000000e+02
4.537753633168220404e+03 6.275000000000000000e+02 0.000000000000000000e+00 2.590000000000000000e+02
4.538387275196900191e+03 6.235000000000000000e+02 0.000000000000000000e+00 2.600000000000000000e+02
4.539020903607040054e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.610000000000000000e+02
4.539654518355700020e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.620000000000000000e+02
4.540288119399960124e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.630000000000000000e+02
4.540921706696870388e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.640000000000000000e+02
4.541555280203519942e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.650000000000000000e+02
4.542188839876959719e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.660000000000000000e+02
4.542822385674259749e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.670000000000000000e+02
4.543455917552490064e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.680000000000000000e+02
4.544089435468719785e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.690000000000000000e+02
4.544722939380019852e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.700000000000000000e+02
4.545356429243450293e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.710000000000000000e+02
4.545989905016080229e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.720000000000000000e+02
4.546623366654979691e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.730000000000000000e+02
4.547256814117209615e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.740000000000000000e+02
4.547890247359850036e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.750000000000000000e+02
4.548523666339970077e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.760000000000000000e+02
4.549157071014619760e+03 6.175000000000000000e+02 0.000000000000000000e+00 2.770000000000000000e+02
4.549790461340870024e+03 6.180000000000000000e+02 0.000000000000000000e+00 2.780000000000000000e+02
4.550423837275810001e+03 6.170000000000000000e+02 0.000000000000000000e+00 2.790000000000000000e+02
4.551057198776479709e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.800000000000000000e+02
4.551690545799970096e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.810000000000000000e+02
4.552323878303330275e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.820000000000000000e+02
4.552957196243640283e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.830000000000000000e+02
4.553590499577960145e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.840000000000000000e+02
4.554223788263359893e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.850000000000000000e+02
4.554857062256909558e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.860000000000000000e+02
4.555490321515680080e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.870000000000000000e+02
4.556123565996729667e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.880000000000000000e+02
4.556756795657130169e+03 6.185000000000000000e+02 0.000000000000000000e+00 2.890000000000000000e+02
4.557390010453949799e+03 6.195000000000000000e+02 0.000000000000000000e+00 2.900000000000000000e+02
4.558023210344250401e+03 6.195000000000000000e+02 0.000000000000000000e+00 2.910000000000000000e+02
4.558656395285110193e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.920000000000000000e+02
4.559289565233590110e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.930000000000000000e+02
4.559922720146760184e+03 6.190000000000000000e+02 0.000000000000000000e+00 2.940000000000000000e+02
4.560555859981690446e+03 6.195000000000000000e+02 0.000000000000000000e+00 2.950000000000000000e+02
4.561188984695440013e+03 6.200000000000000000e+02 0.000000000000000000e+00 2.960000000000000000e+02
4.561822094245079825e+03 6.235000000000000000e+02 0.000000000000000000e+00 2.970000000000000000e+02
4.562455188587689918e+03 6.420000000000000000e+02 0.000000000000000000e+00 2.980000000000000000e+02
4.563088267680320314e+03 7.000000000000000000e+02 0.000000000000000000e+00 2.990000000000000000e+02
4.563721331480040135e+03 7.730000000000000000e+02 0.000000000000000000e+00 3.000000000000000000e+02
4.564354379943930326e+03 8.100000000000000000e+02 0.000000000000000000e+00 3.010000000000000000e+02
4.564987413029050003e+03 7.785000000000000000e+02 0.000000000000000000e+00 3.020000000000000000e+02
4.565620430692470109e+03 7.260000000000000000e+02 0.000000000000000000e+00 3.030000000000000000e+02
4.566253432891249759e+03 6.950000000000000000e+02 0.000000000000000000e+00 3.040000000000000000e+02
4.566886419582469898e+03 6.790000000000000000e+02 0.000000000000000000e+00 3.050000000000000000e+02
4.567519390723189645e+03 6.640000000000000000e+02 0.000000000000000000e+00 3.060000000000000000e+02
4.568152346270469934e+03 6.465000000000000000e+02 0.000000000000000000e+00 3.070000000000000000e+02
4.568785286181389893e+03 6.290000000000000000e+02 0.000000000000000000e+00 3.080000000000000000e+02
